"inst_name","grad_rate_6yr","pct_pell","pct_loan","cost_attendance","tuition_in_state","tuition_out_state","pct_admitted","enrollment","stud_fac_ratio","retention_rate","avg_fac_salary","instr_exp_per_stud","pct_full_time_fac","pct_first_gen","avg_age_entry","pct_female","pct_hispanic"
"Denison University",0.789,12.55,50.5,81900,67000,67000,17.39,2380,9,0.8852,11237,25080,95.2,17.12328767,"19.390822785",57.75316456,7.31
"The University of Findlay",0.5786,14.69,35.05,54580,41164,41164,83.37,2223,12,0.7374,7542,11807,50.79,29.31174089,"20.964202335",68.0155642,4.63
"Gods Bible School and College",0.4048,36.69,6.47,18358,7710,7710,75.32,281,9,0.8095,1073,10577,91.67,35,"23.372727273",55.45454545,3.56
"Heidelberg University",0.5198,36.6,90.67,47025,33650,33650,85.79,915,14,0.7413,6994,8859,47.62,32.18390805,"19.829721362",42.56965944,2.4
"Hiram College",0.5451,31.74,55.85,40572,27600,27600,93.53,777,11,0.7186,6756,12391,100,37.57961783,"23.403162055",48.61660079,9.01
"John Carroll University",0.7855,20.59,54.66,65827,50500,50500,80.9,2274,13,0.8288,10285,15871,100,18.59861592,"19.999158249",46.63299663,3.91
"Kent State University at Kent",0.6372,28.51,50.09,30567,13232,23082,86.34,19320,20,0.8094,10622,10496,60.87,35.94029851,"21.876885645",63.64963504,4.85
"Kettering College",0.6512,24.1,42.1,32839,16320,16320,76.54,549,9,0.7353,8475,10138,54.87,40.26845638,"24.990415335",89.13738019,3.64
"Lake Erie College",0.3795,37.23,54.57,50790,37634,37634,70.36,852,12,0.5936,6902,5968,50.55,32.7014218,"20.422222222",44.22222222,3.99
"Lourdes University",0.3246,29.99,81.02,45378,29500,29500,74.13,543,12,0.8712,5984,12048,94.44,33.60488798,"22.40037594",61.27819549,8.66
"Malone University",0.4498,32.52,58.56,49754,37160,37160,75.86,798,14,0.7558,6917,7647,38.03,32.70893372,"23.237449118",56.85210312,3.01
"Marietta College",0.6138,33.55,68.66,53709,39652,39652,79.31,952,10,0.6943,7828,16371,100,25.96153846,"19.972413793",38.16091954,3.36
"Mercy College of Ohio",0.5581,32.73,44.14,30260,19470,19470,93.22,939,5,0.8667,7613,11187,46.27,49.32680539,"27.716833891",86.28762542,9.8
"Miami University-Oxford",0.7979,12.59,33.24,38757,18161,41221,75.4,16656,16,0.9014,10834,11183,100,22.86336418,"20.83047619",54.1991342,4.7
"Mount Carmel College of Nursing",0.5385,32.7,65.22,21446,22080,22080,84.29,532,8,0.8077,8983,13038,84.62,39.408867,"24.50812065",89.32714617,5.83
"University of Mount Union",0.5865,27.82,76.44,49276,36600,36600,78.2,1995,15,0.7668,7830,11301,99.12,22.49240122,"19.56219865",45.32304725,4.56
"Mount Vernon Nazarene University",0.6811,30.29,50.15,49858,37158,37158,84.15,1358,13,0.7941,5687,7665,96.05,37.59398496,"24.208375894",64.453524,3.9
"Mount St. Joseph University",0.5633,30.31,54.3,46719,38150,38150,59.12,1129,12,0.6873,7744,11290,97.94,37.81388479,"22.770401107",56.70816044,6.02
"Muskingum University",0.5637,39.11,80.97,44658,32665,32665,81.84,1376,14,0.7346,7587,9506,100,35.65107459,"21.930177515",52.78106509,3.34
"Oberlin College",0.8089,9.64,31.02,87404,67366,67366,34.18,2887,9,0.91,11232,26123,79.16,8.86699507,"19.3584",55.68,9.18
"Ohio Dominican University",0.4102,36.91,56.6,47621,35720,35720,94.23,760,12,0.6396,8164,8272,92.19,37.91469194,"23.26783115",53.8573508,5.13
"Ohio Northern University",0.7548,20.6,54.59,53580,39800,39800,74.4,2489,13,0.8433,9306,14868,79.09,23.56756757,"20.040625",41.5625,4.34
"Ohio State University-Main Campus",0.8772,20.16,28.77,30305,13244,40022,60.57,45638,16,0.9423,14386,23612,62.72,26.22386537,"20.927827561",52.03439089,5.81
"Ohio University-Main Campus",0.6545,21.21,47.53,30586,14158,24838,84.99,19633,18,0.8389,9814,10470,74.94,33.86957545,"23.663749629",63.4900623,4.89
"Ohio Wesleyan University",0.5857,28.17,62.05,68424,53888,53888,55.6,1516,12,0.8474,8792,15050,57.99,21.50537634,"19.608321377",49.06743185,6.27
"Otterbein University",0.6788,30.63,53.14,48321,35548,35548,84.53,2157,12,0.7992,8630,11946,45.08,26.12440191,"20.276654412",59.375,5.42
"Professional Skills Institute",0.4348,72.64,86.07,27427,15884,15884,83.12,395,17,0.75,5683,6981,38.46,49.21700224,"28.561436673",89.22495274,3.54
"Franciscan University of Steubenville",0.7545,23.04,52.52,44580,34100,34100,58.36,2901,17,0.8748,6622,7038,100,10.91370558,"20.142857143",58.99014778,17.03
"Tiffin University",0.3987,31.47,50.13,48004,34790,34790,80.05,2051,22,0.7158,7387,4796,100,38.4279476,"23.251810137",51.00563154,0.54
"University of Toledo",0.5704,27.46,36.32,26512,12744,22104,92.02,9770,18,0.773,10195,15494,74.49,33.44627299,"21.438866275",52.52525253,6.93
"Ursuline College",0.6667,43.01,85.24,50523,38990,38990,74.93,670,8,0.7018,6612,7706,38.65,34.40233236,"24.392",93.6,2.39
"Walsh University",0.585,27.36,52.21,47575,35745,35745,70.74,1390,14,0.7237,5760,8346,100,34.18259023,"21.758163265",61.2244898,2.66
"Wilberforce University",0.1202,74.09,97.34,25676,16448,16448,40.5,822,12,0.7417,7300,5667,60.29,46.49681529,"23.397868561",56.30550622,0
"Wilmington College",0.4727,38.85,76.08,43431,32082,32082,92.4,1006,12,0.7203,6539,5718,55.93,35.07462687,"21.612215909",56.39204545,3.08
"Wittenberg University",0.5269,34.86,85.4,57799,45940,45940,72.35,1215,12,0.6345,7827,13725,75.36,23.56902357,"20.19893617",52.23404255,5.93
"The College of Wooster",0.7394,20.9,44.67,75656,61640,61640,59.53,1730,10,0.8208,8909,17263,82.78,14.33389545,"19.418032787",50.6557377,5.38
"Wright State University-Main Campus",0.4169,34.47,41.74,24373,11522,21222,96.33,6762,16,0.6793,10222,11536,56.79,35.12629475,"21.85390215",55.95056712,4.78
"Xavier University",0.6865,16.27,52.54,65476,50640,50640,86.41,4207,10,0.7747,9257,13013,57.82,16.03348358,"20.648297214",56.84210526,6.94
"Youngstown State University",0.5048,33.78,38.46,21708,11113,11473,84.45,7961,20,0.7573,8731,8188,90.32,38.43734881,"21.579777778",55.04444444,4.86
"Oklahoma Wesleyan University",0.3476,29.25,51.94,44743,33550,33550,66.17,673,15,0.5,5562,5716,27.27,40.82568807,"26.345661451",57.3257468,16.2
"University of Central Oklahoma",0.3676,36.49,33.17,26392,8818,19704,78.12,10170,18,0.6523,8207,10973,100,37.19072667,"22.905901116",61.42122984,15.53
"East Central University",0.3442,45,35.93,18459,8032,17842,58.15,2467,18,0.6061,5650,6556,100,46.41319943,"22.815598149",58.75743556,9.12
"Randall University",0.2639,37.37,27.76,26126,17714,17714,57.86,267,11,0.5625,3236,3755,27.78,40.20100503,"24.210084034",43.69747899,26.97
"Northeastern State University",0.3536,45.09,35.9,21551,7810,17290,99.59,4772,16,0.605,8084,11563,74.23,41.8079096,"24.979135168",61.83852434,8.78
"Northwestern Oklahoma State University",0.3035,41.42,37.24,18672,5970,11664,65.45,1498,15,0.6507,7182,8667,56.17,43.0952381,"23.652126499",60.63249727,14.75
"Oklahoma Christian University",0.5551,33.02,44.95,39106,27180,27180,96.54,1885,19,0.7252,6798,6440,20.3,17.84172662,"20.193905817",52.21606648,10.72
"Oklahoma State University-Main Campus",0.6817,27.99,37.16,28290,10234,25754,75.04,21773,19,0.8478,10704,10663,85.85,28.63196126,"21.458398744",52.57599543,10.41
"Oklahoma Baptist University",0.5237,17.39,23.14,48695,35570,35570,49.41,1308,16,0.7166,8621,10243,47.19,25.73696145,"20.096670247",57.14285714,3.52
"Oklahoma City University",0.6488,23.91,44.85,47247,35648,35648,77.02,1514,11,0.8391,7805,15051,57.92,26.79355783,"24.117808219",69.31506849,13.21
"University of Oklahoma-Norman Campus",0.7533,24.97,32.31,28872,9797,27377,76.6,22734,18,0.9,11610,14268,84.81,28.36890989,"22.291889415",55.73545135,14.7
"Oral Roberts University",0.5683,28.43,41.6,50004,35470,35470,98.9,3487,18,0.8049,7834,6864,39.57,30.9352518,"24.045634921",60.58201058,15.8
"University of Science and Arts of Oklahoma",0.4413,51.2,37.2,20662,9000,20190,65.82,941,13,0.663,6356,8206,49.52,43.17617866,"22.040268456",70.46979866,11.9
"Southeastern Oklahoma State University",0.3154,41.6,31.43,18594,7530,16740,76.43,3018,25,0.6343,7173,7498,100,44.46130501,"24.239446367",57.71626298,9.71
"University of Tulsa",0.7229,26.96,32.88,64459,50061,50061,61.51,2813,10,0.9211,12082,18075,70.55,22.84946237,"20.916344916",49.42084942,12.69
"Eastern Oregon University",0.43,34.75,37.1,26718,11076,25431,98.31,2172,14,0.7148,8548,7792,55.87,46.485623,"26.522085445",59.73931933,15.06
"George Fox University",0.7196,23.44,54.09,58644,42750,42750,93.51,2699,17,0.8344,8565,13166,34.49,27.56302521,"22.652242329",56.17623918,16.27
"Lewis & Clark College",0.7536,20.28,65.86,79987,64828,64828,78.49,2120,12,0.8881,10908,17689,97.17,17.3380035,"19.694256757",61.99324324,13.07
"Linfield University",0.7046,30.33,83.91,65935,50850,50850,85.17,1621,10,0.7971,7672,14007,100,30.32258065,"23.990541702",70.07738607,23.2
"Bushnell University",0.56,32.71,60.75,47143,35800,35800,67.28,517,12,0.759,6083,6850,100,34.76923077,"27.915254237",63.55932203,17.02
"Oregon Institute of Technology",0.5378,17.86,22.45,27524,13260,37196,95.02,2892,17,0.6898,8845,10507,93.94,39.46564885,"26.304408677",49.47515745,18.46
"Oregon State University",0.7011,22.77,32.55,31653,14400,38190,77.3,30743,18,0.8776,11437,12607,78.38,31.369606,"23.684235129",50.83557321,13.16
"University of Oregon",0.7169,21.35,29.29,34793,16137,44598,88.3,20497,19,0.864,12404,15863,71.45,28.44585749,"21.175438596",58.1754386,16.81
"Pacific Northwest College of Art",0.2913,40.53,52.18,70376,49006,49006,74.85,420,9,0.6949,8311,16928,19.05,17.96407186,"21.957219251",73.26203209,17.62
"Pacific University",0.6698,27.77,80.53,72374,56374,56374,89.56,1516,10,0.7945,9129,12774,68.48,28.57142857,"21.542046606",60.58763931,19.99
"Portland State University",0.5266,41.65,32.27,21590,11679,31074,90.87,13182,17,0.7611,11893,13280,56.79,39.1093011,"25.953321576",58.23633157,23.21
"University of Portland",0.7984,22.1,38.62,73224,58100,58100,89.17,2957,9,0.8832,10167,19056,58.91,17.92792793,"20.026041667",62.76041667,21.34
"Southern Oregon University",0.4253,24.86,28.14,27636,12762,31887,88.62,2751,23,0.6785,9721,10493,56.03,40.37692747,"24.490536278",61.93480547,13.96
"Warner Pacific University",0.4918,47.86,66.04,38948,22220,22220,71.14,375,14,0.9167,6822,7444,100,46.58869396,"28.621848739",68.40336134,31.47
"Corban University",0.6059,24.97,34.46,52019,40280,40280,93.9,678,17,0.777,6449,5172,43.43,22.52427184,"20.529739777",62.4535316,15.93
"Willamette University",0.7124,23.55,39.34,67501,51156,51156,77.09,1592,13,0.8651,11083,15686,68.97,19.2,"19.50229709",56.96784074,14.89
"Western Oregon University",0.4712,41.13,73.8,25062,11879,32534,98.1,3103,13,0.7274,7388,9229,74.05,41.93877551,"22.3541013",62.97624384,27.2
"Bryn Athyn College of the New Church",0.6774,40.29,65.57,41093,28917,28917,82.94,244,8,0.7333,7653,15919,66.67,33.81294964,"20.267973856",52.2875817,8.2
"Albright College",0.507,50.04,73.5,43711,29082,29082,76.33,1217,11,0.6167,6685,13903,65.69,36.05263158,"22.133385951",62.58879242,21.61
"Allegheny College",0.7255,28.49,56.33,71348,56550,56550,54.57,1156,8,0.7794,8582,17999,78.53,22.13333333,"19.510506799",52.90482077,6.92
"DeSales University",0.722,23.78,63.84,62745,46800,46800,77.09,2128,12,0.8303,8905,11727,40.88,29.54747116,"23.333877551",65.71428571,16.21
"Alvernia University",0.5553,36.24,82.54,57565,45000,45000,58.06,2152,14,0.7198,8028,8245,100,45.00458295,"24.968006563",71.12387203,17.05
"Arcadia University",0.6674,28.31,61.48,64645,49610,49610,80.22,1948,10,0.788,8854,10749,36.62,30.67010309,"20.176423416",68.40417001,11.7
"Bryn Mawr College",0.8179,14.75,49.3,83250,65920,65920,29.43,1359,8,0.9224,12083,26652,81.78,15.15892421,"20.146511628",94.88372093,9.12
"Bucknell University",0.8632,12.38,34.66,83756,67812,67812,28.93,3876,9,0.9368,13254,24614,97.11,12.00607903,"19.535871157",51.83016105,9.03
"Carlow University",0.5992,43.01,69.27,49327,35874,35874,86.95,1348,12,0.8443,7520,10746,100,36.83574879,"24.440217391",84.67391304,4.67
"Carnegie Mellon University",0.9413,16.04,33.57,83654,66246,66246,11.66,7304,5,0.98,13972,41024,92.47,9.95024876,"19.340872375",47.25363489,9.98
"Cedar Crest College",0.6039,43.57,70.32,57206,46314,46314,84.07,834,9,0.7097,7285,11600,47.8,43.3681073,"25.130952381",95.5026455,17.75
"Central Penn College",0.5091,49.01,65.76,27116,19854,19854,18.46,662,7,0.6471,5380,8554,40,50.58823529,"27.00462963",63.42592593,9.52
"Chatham University",0.6306,21.83,52.89,61261,44626,44626,61.96,1232,10,0.7781,8160,13358,100,29.69348659,"22.759717314",75.08833922,5.76
"Chestnut Hill College",0.4878,52.08,78.45,58168,39870,39870,74.46,815,10,0.6243,5821,9714,33.14,44.40104167,"26.692222222",67.11111111,13.37
"Delaware Valley University",0.5591,29.9,74.53,59933,44850,44850,93.21,1628,14,0.6928,9069,9499,42.42,36.32850242,"20.826282628",53.55535554,11.67
"Dickinson College",0.7978,12.75,38.52,82902,65650,65650,42.09,2273,11,0.9198,10034,19764,81.07,12.19512195,"19.378912685",57.16639209,7.61
"Drexel University",0.7816,26.76,49.32,76835,62412,62412,79.44,13233,9,0.8951,12380,22377,57.65,29.22854785,"23.296253823",56.80428135,9.1
"Duquesne University",0.7749,20.24,67.43,67776,48986,48986,83.56,5350,12,0.8415,10204,16449,48.07,17.29686243,"20.38446677",64.25811437,5.68
"East Stroudsburg University of Pennsylvania",0.4312,41.49,57.08,27917,11536,19502,92.05,4814,21,0.7213,10957,8277,74.52,39.54457986,"21.185804962",57.18407386,18.92
"Eastern University",0.54,41.92,57.25,55001,38400,38400,90.77,2404,21,0.6547,5855,4064,26.71,36.49155722,"25.102811245",70.68273092,17.26
"Elizabethtown College",0.7617,20.84,65.11,50865,37950,37950,77.87,1868,13,0.8372,9109,12151,47.6,29.95689655,"22.640816327",63.57142857,6.53
"Franklin and Marshall College",0.8377,15.8,44.48,85776,70794,70794,28.19,1799,9,0.9024,11293,20636,78.73,19.48275862,"19.356097561",56.58536585,9.17
"Gannon University",0.6636,23.84,64.45,52869,40656,40656,74.16,2365,11,0.7617,8733,10356,44.62,26.06679035,"20.360627178",62.36933798,5.5
"Gettysburg College",0.8253,20.99,47.69,81960,66640,66640,38.9,2099,10,0.9121,10433,15097,80.89,13.72282609,"19.346858639",53.53403141,10.91
"Gwynedd Mercy University",0.5688,24.91,54.84,55786,40122,40122,89.63,1067,12,0.7752,7592,9202,30.63,43.71584699,"25.137207425",77.64326069,6.28
"Haverford College",0.8964,15.45,9.13,90382,70688,70688,12.37,1430,8,0.9383,11785,29284,86.34,16.2055336,"19.31835206",47.19101124,11.47
"Holy Family University",0.6091,41.05,69.58,40539,35330,35330,71.04,2464,14,0.7773,7978,8979,22.02,46.30390144,"22.955963303",75.87155963,17.09
"Immaculata University",0.7104,22.83,50.29,43979,29330,29330,85.76,1320,11,0.8303,4852,6267,100,35.0877193,"25.774891775",75.18037518,13.64
"Indiana University of Pennsylvania-Main Campus",0.5551,36.83,58.99,26898,11380,16297,90.77,6764,23,0.7534,11877,10440,83.51,32.25602028,"20.253379683",58.09192739,5.17
"Juniata College",0.735,29.04,67,71850,58580,58580,78.91,1191,11,0.8333,9004,14358,76.56,19.96434938,"19.523890785",56.99658703,8.9
"Keystone College",0.3587,41.78,85.25,32071,18300,18300,84.8,771,12,0.5723,5423,7039,30.65,47.72393539,"21.785620915",59.47712418,6.1
"King's College",0.5989,30.38,74.47,57973,44100,44100,93.11,1484,13,0.757,8851,12208,59.07,29.35779817,"19.949038462",50.28846154,14.62
"Kutztown University of Pennsylvania",0.5382,32.66,62.66,29866,11314,16068,90.75,6180,20,0.7779,11035,10174,83.37,34.66419884,"20.518536585",54.07317073,13.82
"La Roche University",0.5721,10.09,18.57,47111,34052,34052,75.76,751,11,0.6882,7208,6881,34.93,35.69131833,"22.210287443",63.38880484,5.33
"La Salle University",0.5712,35.05,42.76,48337,37800,37800,96.59,1953,12,0.739,9355,10414,43.57,36.97585769,"21.867671692",63.65159129,20.43
"Lafayette College",0.8759,11.65,19.61,83133,65398,65398,31.45,2757,10,0.8967,12663,25883,86.61,14.84018265,"19.324034335",57.93991416,9.87
"Lancaster Bible College",0.6667,35.49,49.1,44066,29990,29990,55.89,1569,19,0.7939,5811,6507,12.59,35.49668874,"29.183411215",50.93457944,1.47
"Lebanon Valley College",0.6496,24.85,69.06,66497,52080,52080,83.77,1684,11,0.8298,8422,12519,45.58,27.60814249,"19.785628743",54.37125749,6.59
"Lehigh University",0.8791,17.71,36.57,80856,64980,64980,25.93,5898,10,0.937,15219,24840,84.75,16.87657431,"20.058823529",44.75357711,11.05
"Lincoln University",0.4355,68.67,79.03,28505,12512,19384,65.72,1539,12,0.7341,9580,9815,100,38.62134089,"21.646828504",61.47220047,5.72
"Lycoming College",0.5963,38.01,71.07,64105,50029,50029,74.07,996,10,0.7611,8261,15750,82.76,36.59359191,"19.665109034",48.13084112,13.05
"Manor College",0.2574,51.99,59.97,27557,21780,21780,94.86,443,12,0.5588,5606,5401,24.68,50.32822757,"23.112338858",71.08655617,17.61
"Marywood University",0.7165,31.96,80.9,55582,41420,41420,60.58,1784,11,0.7981,7773,9607,35.61,29.49640288,"21.507918552",72.62443439,13
"Mercyhurst University",0.6017,31.33,64.7,59557,45770,45770,81.02,2191,14,0.7979,7193,9031,60,28.66626433,"22.115982242",56.77025527,5.57
"Messiah University",0.7496,19.64,54.14,55875,42240,42240,78.97,2259,12,0.8857,9179,10324,46.72,18.173258,"19.80348944",63.36088154,9.43
"Millersville University of Pennsylvania",0.5763,27.31,51.26,26913,11128,22952,86.19,5728,19,0.7711,11531,10132,66.27,34.72617917,"21.563907575",56.8294823,10.86
"Misericordia University",0.7171,27.19,74.25,53648,40370,40370,70.93,1672,11,0.7764,8504,11838,100,29.94071146,"22.538390379",65.12488437,8.37
"Moravian University",0.7169,31.9,74.93,65601,53500,53500,54.17,1949,10,0.7917,8295,14586,100,29.21236291,"20.543071161",59.36329588,17.5
"Mount Aloysius College",0.5691,15.43,31.1,40435,27072,27072,82.05,1094,11,0.5612,7396,6920,41.89,42.04851752,"22.239949749",74.87437186,0
"Muhlenberg College",0.8223,21.2,52.74,77270,62805,62805,71.99,1727,9,0.8993,9647,20619,53.23,15.76704545,"20.908469945",58.19672131,12.85
"Neumann University",0.5368,42.77,70.32,57180,39100,39100,81.28,1533,13,0.7209,7550,7816,38.28,42.75582573,"23.383710407",66.33484163,8.41
"Pennsylvania State University-Penn State Erie-Behrend College",0.4363,28.89,55.46,34081,15972,26958,96.83,3240,12,0.8325,10333,4725,78.46,28.75652533,"21.841705198",50.12260053,5.12
"Pennsylvania State University-Penn State New Kensington",0.2761,31.8,48.03,26863,14408,24134,95.29,416,9,0.8544,9403,6101,65.45,28.75652533,"21.841705198",50.12260053,8.17
"Pennsylvania State University-Penn State Shenango",0.4194,39.16,43.98,26821,14024,23560,92.2,256,7,0.6579,9036,6344,53.19,28.75652533,"21.841705198",50.12260053,5.08
"Pennsylvania State University-Penn State Wilkes-Barre",0.2273,39.37,54.31,25994,14280,24006,96.99,313,10,0.8072,9188,5378,69.23,28.75652533,"21.841705198",50.12260053,8.95
"Pennsylvania State University-Penn State Scranton",0.3929,41.82,56.63,27862,15208,25392,98.52,793,11,0.7931,9774,3561,58.51,28.75652533,"21.841705198",50.12260053,10.97
"Pennsylvania State University-Penn State Lehigh Valley",0.1783,35.01,43.19,28109,15208,25392,97.37,859,14,0.8339,8550,2942,55,28.75652533,"21.841705198",50.12260053,21.3
"Pennsylvania State University-Penn State Altoona",0.165,29.37,53.66,32559,15972,26958,98.06,2367,13,0.7952,9491,3624,76.89,28.75652533,"21.841705198",50.12260053,9.51
"Pennsylvania State University-Penn State Beaver",0.2174,31.94,54.76,26210,14408,24134,95.65,482,12,0.7561,9688,4378,55.56,28.75652533,"21.841705198",50.12260053,6.85
"Pennsylvania State University-Penn State Berks",0.3152,28.76,51.8,32242,15972,26958,98.67,1872,13,0.7675,10158,3318,70.06,28.75652533,"21.841705198",50.12260053,15.49
"Pennsylvania State University-Penn State Harrisburg",0.2612,26.13,41.47,32521,15972,26958,97.6,4031,15,0.8212,11107,3651,59.79,28.75652533,"21.841705198",50.12260053,9.6
"Pennsylvania State University-Penn State Brandywine",0.2598,33.69,49.06,31088,15208,25392,98.11,1223,15,0.7262,9857,3078,56.25,28.75652533,"21.841705198",50.12260053,11.04
"Pennsylvania State University-Penn State DuBois",0.3381,29.46,50.99,28530,14408,24134,97.12,349,9,0.8636,9056,6092,77.27,28.75652533,"21.841705198",50.12260053,3.72
"Pennsylvania State University-Penn State Fayette- Eberly",0.3862,38.66,58.23,25154,14408,24134,95.47,402,9,0.7778,9599,5538,70.37,28.75652533,"21.841705198",50.12260053,2.24
